"id","age","workclass_id","education_level_id","education_num","marital_status_id","occupation_id","relationship_id","race_id","sex_id","capital_gain","capital_loss","hours_week","country_id","over_50k"
26301,50,"Self-emp-not-inc","Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",1
46166,50,"Private","HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States",0
19369,50,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",1
34997,35,"Private","HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States",0
13997,30,"Private","HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States",0
27034,36,"Private","Bachelors",13,"Never-married","Sales","Not-in-family","Asian-Pac-Islander","Female",0,0,50,"China",0
46171,26,"Private","Assoc-acdm",12,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States",0
3376,21,"Private","Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,54,"United-States",0
13207,36,"Local-gov","Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,60,"United-States",1
24750,42,"Private","Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States",1
30019,49,"Private","Some-college",10,"Never-married","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States",0
34845,25,"Private","HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States",0
24837,30,"Private","HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
36360,43,"Private","Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,38,"United-States",0
3198,51,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",0
1514,66,"Self-emp-not-inc","Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",0
22688,19,"Private","12th",8,"Never-married","Transport-moving","Own-child","White","Male",0,0,15,"United-States",0
39309,49,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,84,"United-States",0
5679,49,"Private","Masters",14,"Married-spouse-absent","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States",0
252,42,"Private","Bachelors",13,"Married-civ-spouse","Adm-clerical","Wife","Black","Female",0,0,40,"United-States",0
13391,57,"Private","Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",3103,0,50,"United-States",1
43731,31,"Private","5th-6th",3,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,30,"El-Salvador",0
7548,20,"Private","11th",7,"Married-civ-spouse","Sales","Other-relative","White","Female",0,0,50,"United-States",0
10086,21,"Private","Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,40,"United-States",0
5742,46,"Private","1st-4th",2,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"Puerto-Rico",0
34639,35,"Private","Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",7298,0,48,"United-States",1
22261,31,"Local-gov","Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,43,"United-States",0
17673,59,"Self-emp-inc","Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",1
14749,30,"Private","Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",0
17994,22,"Private","Some-college",10,"Never-married","Exec-managerial","Own-child","White","Male",0,0,50,"United-States",0
10107,33,"Private","HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Male",0,0,38,"United-States",0
6544,75,"Self-emp-not-inc","HS-grad",9,"Divorced","Sales","Not-in-family","White","Male",2346,0,15,"United-States",0
16438,53,"Private","HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",0,0,40,"United-States",0
22094,36,"Private","HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
33049,27,"Private","Assoc-acdm",12,"Never-married","Other-service","Not-in-family","White","Male",0,0,30,"United-States",0
16595,59,"Self-emp-not-inc","7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
46164,31,"Private","Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
18977,24,"Private","Bachelors",13,"Separated","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States",0
15727,37,"Private","Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,50,"United-States",1
38212,30,"Private","Assoc-voc",11,"Never-married","Craft-repair","Not-in-family","White","Female",0,0,40,"United-States",0
26404,25,"Private","HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States",0
45056,42,"Private","Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,40,"South",1
24803,17,"Private","10th",6,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,20,"United-States",0
1815,49,"Private","HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",1
12043,31,"Self-emp-not-inc","HS-grad",9,"Never-married","Other-service","Unmarried","White","Female",0,0,40,"United-States",0
32146,24,"Private","HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
31483,45,"Private","HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
4308,54,"Private","Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",0
36144,29,"Private","HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,50,"United-States",0
34211,52,"Private","HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,99,"United-States",0
39375,45,"State-gov","Bachelors",13,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States",0
23094,23,"Private","Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",0
21693,33,"Private","Some-college",10,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States",0
2599,41,"Private","HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States",1
35368,60,"Private","HS-grad",9,"Widowed","Sales","Not-in-family","White","Female",0,0,30,"United-States",0
44082,63,"Private","Bachelors",13,"Divorced","Other-service","Not-in-family","White","Female",0,0,10,"United-States",0
349,56,"Private","Assoc-acdm",12,"Married-spouse-absent","Other-service","Not-in-family","White","Male",0,0,25,"Iran",0
45917,21,"Private","Some-college",10,"Never-married","Tech-support","Own-child","White","Female",0,0,25,"United-States",0
35892,58,"Private","Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,70,"United-States",0
11863,23,"Private","HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States",0
6987,37,"Private","HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Wife","White","Female",0,0,40,"United-States",1
1703,24,"Private","Some-college",10,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States",0
1527,33,"Private","HS-grad",9,"Divorced","Other-service","Unmarried","White","Male",0,0,40,"United-States",0
27790,28,"Private","Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",1
41985,22,"Private","Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,20,"United-States",0
25609,36,"Private","Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States",0
39181,64,"Private","HS-grad",9,"Divorced","Other-service","Not-in-family","White","Female",0,1762,79,"United-States",0
25351,25,"Self-emp-inc","Bachelors",13,"Never-married","Exec-managerial","Own-child","Asian-Pac-Islander","Male",0,0,35,"Taiwan",0
6646,43,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States",0
10538,20,"Private","Some-college",10,"Never-married","Craft-repair","Unmarried","White","Male",0,0,40,"United-States",0
48522,18,"Self-emp-inc","12th",8,"Never-married","Farming-fishing","Own-child","White","Male",0,0,10,"United-States",0
39233,28,"Private","12th",8,"Never-married","Handlers-cleaners","Unmarried","White","Male",0,0,40,"Mexico",0
40130,59,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1740,80,"United-States",0
47815,45,"Private","HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,30,"United-States",0
16675,21,"Private","Some-college",10,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States",0
35215,62,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,"United-States",0
34769,25,"Private","Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States",0
25571,28,"Private","HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",2885,0,40,"United-States",0
4588,65,"Private","Some-college",10,"Separated","Adm-clerical","Not-in-family","White","Female",0,0,38,"United-States",0
42205,53,"Private","HS-grad",9,"Separated","Machine-op-inspct","Not-in-family","Black","Female",0,0,40,"United-States",0
25012,30,"Private","HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States",0
36956,37,"Private","Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States",0
22978,52,"Private","HS-grad",9,"Divorced","Sales","Not-in-family","White","Female",0,0,40,"United-States",0
15064,47,"Private","Some-college",10,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,60,"United-States",0
12220,58,"Private","HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",2174,0,40,"United-States",0
13076,20,"Private","HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States",0
34235,47,"Federal-gov","Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,40,"United-States",1
8109,30,"Private","11th",7,"Divorced","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States",0
2569,29,"Self-emp-not-inc","HS-grad",9,"Never-married","Farming-fishing","Own-child","White","Male",0,0,65,"United-States",0
43830,33,"Private","HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,1672,50,"United-States",0
12969,28,"Private","HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States",0
27313,40,"Private","Bachelors",13,"Married-spouse-absent","Other-service","Not-in-family","Other","Male",0,0,40,"Mexico",0
27622,19,"Private","Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,12,"United-States",0
34046,33,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States",0
18655,39,"Private","Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",99999,0,55,"United-States",1
36156,39,"Private","Some-college",10,"Married-civ-spouse","Sales","Husband","Black","Male",0,0,40,"United-States",0
27329,31,"Private","HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States",0
38614,41,"Self-emp-inc","Bachelors",13,"Widowed","Exec-managerial","Not-in-family","Black","Female",0,0,45,"United-States",0
35935,22,"State-gov","Bachelors",13,"Never-married","Prof-specialty","Own-child","Black","Male",0,0,20,"United-States",0
43831,45,"Self-emp-inc","Some-college",10,"Separated","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States",0
14778,27,"Private","Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",0
4040,35,"Private","HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States",0
33069,61,"Private","Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,45,"United-States",1
37039,22,"Private","Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Female",0,0,15,"United-States",0
33149,44,"Local-gov","Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",5013,0,40,"United-States",0
40455,45,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",0
11882,56,"Private","HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",0
8113,48,"Private","7th-8th",4,"Married-civ-spouse","Other-service","Husband","Asian-Pac-Islander","Male",0,0,30,"China",0
36439,33,"Private","HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States",0
32726,46,"State-gov","Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",1
407,28,"Private","HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",0
23644,47,"Private","11th",7,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States",0
7667,45,"Self-emp-not-inc","Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,15,"United-States",0
18111,26,"Private","Bachelors",13,"Never-married","Adm-clerical","Not-in-family","Black","Female",0,0,40,"United-States",0
30165,42,"Private","Assoc-voc",11,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States",0
1888,55,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,99,"United-States",1
28441,20,"Private","Some-college",10,"Never-married","Exec-managerial","Own-child","White","Female",0,0,30,"United-States",0
27878,39,"Private","HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
42485,72,"Private","7th-8th",4,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,35,"United-States",0
21926,39,"Private","10th",6,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",2635,0,40,"United-States",0
16721,51,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,55,"United-States",0
29677,52,"Private","Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Female",0,1755,40,"United-States",1
42809,20,"Private","Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,4,"United-States",0
38083,31,"Local-gov","Bachelors",13,"Never-married","Protective-serv","Not-in-family","White","Male",4650,0,40,"United-States",0
42363,40,"Private","Some-college",10,"Divorced","Tech-support","Unmarried","Black","Female",0,0,40,"United-States",0
45215,40,"Private","HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States",0
2614,19,"Private","HS-grad",9,"Never-married","Machine-op-inspct","Other-relative","White","Male",0,0,45,"United-States",0
30599,41,"Private","Assoc-voc",11,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,30,"United-States",0
39259,56,"Private","Some-college",10,"Widowed","Other-service","Not-in-family","White","Female",0,0,40,"United-States",0
41856,23,"Federal-gov","11th",7,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States",0
28505,43,"Private","Assoc-acdm",12,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States",0
30291,47,"Private","HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",1
31982,26,"Private","HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States",0
1342,57,"Private","Masters",14,"Married-spouse-absent","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States",0
6376,50,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,2051,20,"United-States",0
6030,38,"Private","Bachelors",13,"Married-spouse-absent","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States",0
18069,39,"Federal-gov","Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,50,"United-States",1
8049,52,"Private","HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",1
25274,60,"Private","7th-8th",4,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States",0
8036,48,"Private","11th",7,"Separated","Other-service","Not-in-family","Black","Female",0,0,35,"United-States",0
183,30,"Private","Some-college",10,"Never-married","Craft-repair","Not-in-family","Black","Male",0,0,45,"United-States",0
11760,56,"Private","HS-grad",9,"Divorced","Craft-repair","Other-relative","White","Male",0,0,40,"United-States",0
43273,36,"Private","HS-grad",9,"Married-civ-spouse","Other-service","Other-relative","White","Female",0,0,40,"United-States",0
21681,28,"Private","Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"France",1
1665,44,"Private","HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","Black","Male",0,0,40,"United-States",0
40860,40,"Private","Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States",0
25619,45,"Federal-gov","Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",1
11131,29,"Private","HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Ecuador",0
2096,49,"Private","Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1485,40,"United-States",1
2411,51,"Private","10th",6,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"Mexico",0
37412,35,"Self-emp-inc","Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,55,"United-States",0
22907,47,"Local-gov","Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",1
3114,44,"Private","Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,50,"United-States",1
46579,32,"Private","Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",1
30901,29,"Private","Bachelors",13,"Never-married","Craft-repair","Not-in-family","White","Female",0,0,45,"United-States",0
31899,47,"Private","Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,2415,60,"United-States",1
1900,23,"Private","Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",0,0,50,"United-States",0
34945,29,"Private","HS-grad",9,"Never-married","Tech-support","Not-in-family","White","Female",0,0,45,"United-States",0
39198,20,"Private","7th-8th",4,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"Mexico",0
21354,18,"Private","HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States",0
29365,40,"Private","HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,50,"United-States",0
29117,22,"Private","Assoc-voc",11,"Never-married","Exec-managerial","Own-child","White","Male",0,0,40,"United-States",0
36960,32,"Private","HS-grad",9,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States",0
44732,38,"Self-emp-not-inc","Bachelors",13,"Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States",0
34143,53,"Self-emp-not-inc","HS-grad",9,"Widowed","Farming-fishing","Unmarried","White","Female",0,0,55,"United-States",0
31644,63,"State-gov","Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,1740,40,"United-States",0
8071,19,"Private","HS-grad",9,"Never-married","Other-service","Other-relative","Asian-Pac-Islander","Male",0,0,24,"United-States",0
14811,40,"Local-gov","Assoc-voc",11,"Never-married","Exec-managerial","Unmarried","Amer-Indian-Eskimo","Female",0,0,40,"United-States",0
6441,24,"Self-emp-not-inc","HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,50,"United-States",0
30125,52,"Private","HS-grad",9,"Divorced","Sales","Not-in-family","White","Male",0,0,45,"United-States",0
45715,31,"Private","Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,30,"United-States",0
21223,60,"Private","Some-college",10,"Widowed","Sales","Unmarried","White","Female",0,0,27,"United-States",0
34268,57,"Local-gov","Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",1
