"id","age","workclass_id","education_level_id","education_num","marital_status_id","occupation_id","relationship_id","race_id","sex_id","capital_gain","capital_loss","hours_week","country_id","over_50k"
13364,21,"Private","HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,35,"United-States",0
14639,41,"Private","Assoc-acdm",12,"Married-civ-spouse","Sales","Husband","White","Male",0,0,20,"United-States",0
11198,48,"Private","10th",6,"Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,0,40,"United-States",0
36904,33,"Local-gov","Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",1
19580,30,"Local-gov","Some-college",10,"Never-married","Transport-moving","Unmarried","Black","Female",0,0,40,"United-States",0
7290,28,"Local-gov","Some-college",10,"Never-married","Adm-clerical","Other-relative","Black","Male",0,0,40,"Haiti",0
17959,33,"Self-emp-inc","HS-grad",9,"Widowed","Sales","Unmarried","White","Female",0,0,40,"United-States",0
30427,56,"Self-emp-inc","Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,32,"United-States",1
18883,43,"Private","Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",99999,0,60,"United-States",1
17207,44,"Private","11th",7,"Married-civ-spouse","Prof-specialty","Wife","White","Female",5178,0,36,"United-States",1
7632,41,"Private","HS-grad",9,"Never-married","Sales","Unmarried","Black","Female",0,0,40,"United-States",0
35756,55,"Private","Masters",14,"Widowed","Exec-managerial","Own-child","White","Male",0,0,62,"United-States",1
46856,46,"Private","Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,37,"United-States",0
12463,44,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",0
7348,46,"Local-gov","Bachelors",13,"Divorced","Adm-clerical","Not-in-family","White","Female",99999,0,40,"United-States",1
48611,22,"Private","HS-grad",9,"Married-civ-spouse","Other-service","Husband","Asian-Pac-Islander","Male",0,0,35,"Vietnam",0
27310,38,"Private","12th",8,"Never-married","Machine-op-inspct","Not-in-family","Black","Female",0,0,50,"United-States",0
31953,57,"Private","HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",0
42343,32,"Self-emp-not-inc","HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",10520,0,50,"United-States",1
22725,45,"Self-emp-not-inc","Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,45,"France",0
43214,37,"Self-emp-not-inc","Some-college",10,"Divorced","Sales","Unmarried","White","Female",0,0,40,"United-States",0
44451,20,"Private","Some-college",10,"Never-married","Sales","Own-child","Black","Female",0,0,15,"United-States",0
27833,38,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",1
31676,36,"Private","Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States",0
35333,19,"Private","12th",8,"Never-married","Machine-op-inspct","Other-relative","White","Male",0,0,40,"United-States",0
39360,62,"Private","Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,20,"United-States",1
19746,36,"Local-gov","Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,60,"United-States",1
11839,23,"Private","10th",6,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States",0
10375,25,"Private","9th",5,"Married-spouse-absent","Adm-clerical","Unmarried","Asian-Pac-Islander","Female",0,0,40,"Vietnam",0
10707,37,"Private","HS-grad",9,"Never-married","Other-service","Unmarried","Black","Male",0,0,40,"United-States",0
427,36,"Federal-gov","Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,1408,40,"United-States",0
16108,41,"Private","Bachelors",13,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"Germany",0
34006,27,"Private","Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
10179,43,"Private","Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
35048,19,"Private","HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States",0
29924,55,"Local-gov","Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,2267,40,"United-States",0
27395,35,"Private","HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States",0
25668,31,"Private","HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,51,"United-States",0
33443,31,"Private","Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Female",0,0,40,"United-States",0
21576,39,"Private","HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,43,"United-States",0
5924,42,"Private","HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
44231,18,"Self-emp-not-inc","11th",7,"Never-married","Adm-clerical","Own-child","White","Female",0,0,20,"United-States",0
37152,36,"Private","HS-grad",9,"Divorced","Prof-specialty","Unmarried","Black","Female",0,0,50,"United-States",0
4233,54,"Private","9th",5,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",1
47856,59,"Private","Some-college",10,"Married-civ-spouse","Other-service","Husband","Asian-Pac-Islander","Male",0,0,40,"Philippines",0
44888,33,"Private","Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States",0
44059,62,"Private","Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",1
23043,23,"Private","10th",6,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States",0
22590,45,"Local-gov","Some-college",10,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,38,"United-States",0
403,50,"State-gov","Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States",1
27711,52,"Private","HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States",1
45812,36,"Private","Prof-school",15,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,15,"United-States",1
18610,18,"Private","HS-grad",9,"Never-married","Transport-moving","Own-child","White","Male",1055,0,25,"United-States",0
45562,40,"Private","Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",1
30711,35,"Private","HS-grad",9,"Divorced","Other-service","Not-in-family","White","Female",0,0,35,"United-States",0
38957,35,"Private","Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",0
7768,47,"Private","HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United-States",0
41103,53,"Private","10th",6,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
8530,70,"Local-gov","Masters",14,"Never-married","Prof-specialty","Unmarried","White","Female",7896,0,50,"United-States",1
46132,22,"Private","HS-grad",9,"Never-married","Handlers-cleaners","Unmarried","White","Male",0,0,40,"United-States",0
26257,29,"Private","Some-college",10,"Divorced","Tech-support","Unmarried","White","Male",0,0,40,"United-States",0
29774,54,"Private","Some-college",10,"Married-civ-spouse","Tech-support","Husband","White","Male",7688,0,40,"United-States",1
42645,45,"Private","Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",7688,0,50,"United-States",1
13483,75,"Local-gov","HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,20,"United-States",0
40553,52,"Federal-gov","Prof-school",15,"Married-civ-spouse","Armed-Forces","Husband","White","Male",7298,0,50,"United-States",1
42900,29,"Private","Assoc-acdm",12,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States",0
11508,43,"Private","Some-college",10,"Divorced","Exec-managerial","Not-in-family","Black","Female",0,0,40,"United-States",0
13072,46,"Private","Some-college",10,"Married-civ-spouse","Farming-fishing","Wife","White","Female",0,0,20,"United-States",0
42052,39,"Private","HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,45,"Puerto-Rico",0
8774,49,"State-gov","HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",1
21269,33,"Private","Some-college",10,"Divorced","Tech-support","Unmarried","White","Female",0,0,40,"United-States",0
21075,19,"Private","11th",7,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,24,"United-States",0
35571,21,"Private","HS-grad",9,"Never-married","Other-service","Own-child","Amer-Indian-Eskimo","Male",0,0,30,"United-States",0
33,45,"Private","Bachelors",13,"Divorced","Exec-managerial","Own-child","White","Male",0,1408,40,"United-States",0
47673,41,"Private","HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States",0
35180,45,"Private","Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"Philippines",1
2213,42,"Private","HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States",0
40276,30,"Private","Assoc-acdm",12,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,53,"United-States",0
44646,29,"Private","Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,45,"United-States",0
23101,68,"Private","9th",5,"Divorced","Farming-fishing","Not-in-family","Black","Male",0,0,20,"United-States",0
41224,20,"Private","HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Female",0,0,55,"United-States",0
36837,42,"Private","HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,50,"United-States",1
34775,28,"Private","9th",5,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",0
44572,19,"Private","Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,18,"United-States",0
11877,53,"Private","HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
11717,50,"Private","HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
24315,65,"Private","HS-grad",9,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,20,"United-States",0
19599,54,"Private","Some-college",10,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States",0
15493,44,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States",0
34609,65,"Private","Prof-school",15,"Married-spouse-absent","Craft-repair","Not-in-family","White","Male",0,0,48,"Hungary",1
658,34,"Private","HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States",0
27974,50,"Private","Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,20,"United-States",1
3465,31,"Private","Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",7298,0,50,"United-States",1
32033,40,"State-gov","Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,20,"United-States",0
43206,51,"Private","Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","Asian-Pac-Islander","Male",0,0,50,"Philippines",0
13607,18,"Private","11th",7,"Never-married","Other-service","Own-child","White","Female",0,0,12,"United-States",0
17421,57,"Private","Assoc-acdm",12,"Divorced","Prof-specialty","Not-in-family","Black","Female",0,0,40,"United-States",0
29070,58,"Self-emp-not-inc","Some-college",10,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States",0
38123,46,"Private","Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",0
34704,57,"Private","HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",1
43184,29,"Private","Some-college",10,"Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"United-States",0
41677,39,"Private","HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,47,"United-States",0
25797,46,"Private","Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,2415,55,"United-States",1
37839,31,"Private","Assoc-acdm",12,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States",0
5637,42,"Private","5th-6th",3,"Married-spouse-absent","Craft-repair","Not-in-family","White","Male",0,0,40,"Puerto-Rico",0
15938,34,"State-gov","HS-grad",9,"Never-married","Other-service","Own-child","Black","Male",0,0,42,"United-States",0
45282,50,"Private","HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",3103,0,40,"United-States",1
14423,42,"Private","HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",3325,0,40,"United-States",0
10545,41,"Private","Bachelors",13,"Divorced","Sales","Not-in-family","White","Male",0,1980,56,"United-States",0
840,63,"Private","HS-grad",9,"Widowed","Farming-fishing","Not-in-family","White","Male",0,0,6,"United-States",0
13556,43,"Private","Assoc-acdm",12,"Married-civ-spouse","Sales","Husband","White","Male",7688,0,50,"United-States",1
7295,53,"Private","HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",1
25469,27,"Private","Some-college",10,"Never-married","Handlers-cleaners","Not-in-family","Black","Male",0,0,50,"United-States",0
12995,58,"Private","Some-college",10,"Married-civ-spouse","Sales","Husband","Black","Male",0,0,40,"United-States",0
30099,40,"Private","Assoc-voc",11,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States",0
43032,33,"Private","Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,40,"United-States",0
747,55,"Private","HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",7688,0,40,"United-States",1
36280,34,"Local-gov","Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,60,"United-States",0
17075,17,"Private","9th",5,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,20,"United-States",0
16700,50,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"Italy",1
14656,32,"Private","HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States",1
20066,33,"Private","HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
37429,22,"Private","HS-grad",9,"Never-married","Sales","Own-child","White","Female",0,0,20,"United-States",0
42092,23,"Private","HS-grad",9,"Never-married","Sales","Not-in-family","White","Male",0,0,70,"United-States",0
17330,30,"Private","HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",0
44376,62,"Private","Some-college",10,"Divorced","Prof-specialty","Not-in-family","White","Female",4650,0,40,"United-States",0
45760,20,"Private","Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States",0
29684,46,"Federal-gov","HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","Black","Male",0,0,80,"United-States",1
20715,49,"Private","HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",4064,0,50,"United-States",0
3393,44,"Private","Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",0
38543,20,"Private","11th",7,"Never-married","Other-service","Own-child","White","Male",0,0,25,"United-States",0
3283,45,"Private","Some-college",10,"Never-married","Farming-fishing","Other-relative","White","Male",0,0,50,"United-States",0
38613,37,"Federal-gov","Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Female",27828,0,50,"United-States",1
4419,54,"Private","Some-college",10,"Widowed","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States",0
12528,48,"Private","HS-grad",9,"Separated","Machine-op-inspct","Unmarried","Black","Female",0,0,40,"United-States",0
22586,53,"Federal-gov","HS-grad",9,"Divorced","Craft-repair","Not-in-family","Black","Male",0,0,40,"United-States",0
6823,32,"Self-emp-not-inc","Assoc-acdm",12,"Never-married","Sales","Not-in-family","White","Male",0,0,80,"United-States",0
13210,78,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,2392,40,"United-States",1
29703,33,"Private","HS-grad",9,"Married-civ-spouse","Sales","Wife","White","Female",0,0,45,"United-States",0
5287,25,"Private","9th",5,"Separated","Handlers-cleaners","Other-relative","White","Male",0,0,40,"El-Salvador",0
6714,48,"Private","Bachelors",13,"Divorced","Sales","Unmarried","White","Male",0,0,40,"United-States",1
715,36,"Local-gov","Bachelors",13,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,35,"Honduras",0
21023,26,"Self-emp-not-inc","Bachelors",13,"Divorced","Sales","Not-in-family","White","Male",0,0,40,"United-States",0
29687,27,"Private","Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Female",0,0,40,"United-States",0
43688,31,"Private","Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,35,"United-States",0
40310,29,"Private","Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,50,"United-States",0
